"Permit.Number","Permit.Type","Status","Date.Issued","Sub.Type","Property.Address","Valuation","APN","Contractor.s.Name","Contractor.s.Address","Work.Description"
"B2019-05119 ","Building Permit ","Issued ","5/12/2020 ","Commercial | Alteration | 6 ","2621 TENTH St, BERKELEY, CA 94710 ","14700000 ","054
176301000 ","XL CONSTRUCTION CORPORATION ","851 BUCKEYE CT, MILPITAS, CA, CA95035-7408 ","Commercial T.I.: Kaiser Permanente will occupy and operate the entire building.  The Tenant Improvements of approximately 60,000 SF will include the following outpatient services: Adult Family Medicine, Pediatrics, OB/Gyn, as well as Pharmacy, Laboratory, Imaging (X-Ray and Mammography) and two (2) Mental Health Providers.  The proposed build includes 40 out- patient provider offices, 2 mental health provider offices, medium pharmacy template and four (4) blood draw stations and radiology services (x-ray and mammography).  The scope includes architectural modifications, minor structural modifications, modifications to building systems, including HVAC, electrical, plumbing, and low voltage."
"B2019-05179","Building Permit","Issued","5/26/2020","Residential | Alteration | 1","20 STEVENSON Ave,
BERKELEY, CA 94708","40000","063
298202500","DWIGHT BUILDERS","38 GLEN AVENUE, OAKLAND, CA, CA94611","Elements of the front facade to be renovated and/or replaced include the windows, garage door, entry door, exterior stair, balcony/deck, cladding materials, and weatherproofing as required, as well as landscape and hardscape in the front yard. WUI zone 2"
"B2019-05208","Building Permit","Issued","5/7/2020","Residential | New | 4","1628 SEVENTH St,
BERKELEY, CA 94710","200000","058
212000600","","","New 850sf ADU, 2 bedroom and 1 bath"
"B2019-05250","Building Permit","Issued","5/11/2020","Residential | Alteration | 4","1812 UNIVERSITY Ave B, BERKELEY, CA 94703","120000","057
201602101","RASILLA VICTOR","2 MADSEN COURT, MORAGA, CA, CA94556","Tenant Improvement for Beauty Salon"
"B2019-05272","Building Permit","Issued","5/20/2020","Residential | Addition/Alteration
| 4","1308 BLAKE St, BERKELEY, CA 94702","364964","054
179001600","","","Single family residential addition and remodel . Raising (E) 1130 SF 1st floor to become 2nd floor and create new 1483 SF 1st floor. New 200 amp electrical panel"
"B2019-05321","Building Permit","Issued","5/22/2020","Residential | Alteration | 4","1812 UNIVERSITY Ave B, BERKELEY, CA 94703","55000","057
201602101","","","Conversion of existing former retail space to two residential studio apartments. Existing mixed use building with 44 dwelling units"
"B2019-05365","Building Permit","Issued","5/12/2020","Commercial | Alteration | 4","2175 MILVIA St, BERKELEY, CA 94704","35000","057
202600702","","","Remove existing exterior non-ADA compliant ATM, lower floor inside ATM roof and reinstall a new ADA compliant ATM machine"
"B2019-05390","Building Permit","Issued","5/19/2020","Residential | Addition/Alteration
| 4","1382 HEARST Ave,
BERKELEY, CA 94702","105000","057
207403300","B K CONSTRUCTION COMPANY","4611 WHITESANDS CT, EL SOBRANTE, CA, CA94803","281 SQ. FT> Addition to rear of house"
"B2019-05414","Building Permit","Issued","5/13/2020","Residential | Alteration | 1","1437 EDITH St, BERKELEY, CA 94703","150000","059
227402200","MG CONSTRUCTION","2253 39TH AVE, OAKLAND, CA, CA94601","Replace (E) 1 car garage, concrete stairs and deck and guardrail over garage."
"B2019-05492","Building Permit","Issued","5/26/2020","Residential | Demolition | 1","1226 PARKER St,
BERKELEY, CA 94702","7000","054
178802400","EQUILIBRIUM CONSTRUCTION INC","415 STANNAGE AVE, ALBANY, CA, CA94706-1220","Demolish (E) detached one-car garage and storage."
"B2019-05493","Building Permit","Issued","5/26/2020","Residential | New | 4","1226 PARKER St,
BERKELEY, CA 94702","98000","054
178802400","EQUILIBRIUM CONSTRUCTION INC","415 STANNAGE AVE, ALBANY, CA, CA94706-1220","Construction of new detached 287 SF accessory building. Associated demolition permit #B2019- 05492."
"B2019-05517","Building Permit","Issued","5/19/2020","Commercial | Alteration | 4","2543 TELEGRAPH Ave,
BERKELEY, CA 94704","200000","055
183902000","UTOPIA DEVELOPMENT INC","2371 E 51ST ST, VERNON, CA, CA90058-2800","Tenant Improvement for new second hand retail store in existing retail space on ground floor. Work includes new sales area, new ADA restroom, new non bearing partitions, flooring, finishes, sales fixtures, stockroom shelving, new slab on grade. Reference shell permit #B2016-03471."
"B2019-05540","Building Permit","Issued","5/5/2020","Residential | Alteration | 4","3108 DEAKIN St,
BERKELEY, CA 94705","300000","052
155600300","MIRCEA ILIE CONSTRUCTION INC","921 JEFFREY LN, WALNUT CREEK, CA, CA94598-2814","Alter and enlarge an existing 2,894 sq ft, two story, single family dwelling by raising the building 2 ft 7  in, constructing a 1,585 sq ft new dwelling unit and 118 sq ft garage on the ground floor, remove 294 sq ft room and construct new 560 sq ft addition at at rear of building."
"B2019-05560","Building Permit","Issued","5/20/2020","Residential | Addition/Alteration
| 4","3020 ACTON St,
BERKELEY, CA 94702","250000","053
162400600","FRANK ADAMS","2032 GREAT MEADOW LN, BRENTWOOD, CA, CA94513-4113","Remodel existing house and add 417sf that included a 314sf ADU.  Add 280sf garage"
"B2019-05579 ","Building Permit ","Issued ","5/28/2020 ","Residential | Addition/Alteration
| 4 ","1020 MIDDLEFIELD Rd,
BERKELEY, CA 94708 ","150000 ","063
313005800 "," "," ","New 109sqft Main floor addition to rear of existing, New 56sqft covered entry porch/landing to front of existing house, new rear open wood deck and front/side raised open wood deck. Remodel existing exercise room/entry/dining area/kitchen/mudroom. Minor Upper floor remodel to existing bedroom.
Fire zone 2"
"B2019-05580","Building Permit","Issued","5/7/2020","Residential | Alteration | 4","2965 MAGNOLIA St,
BERKELEY, CA 94705","50000.00","052
156512400","M & C CONSTRUCTION","657 54TH ST, OAKLAND, CA, CA94609-
1623","Convert 236 SqFt Garage into a new Accessory Dwelling Unit."
"B2019-05619","Building Permit","Issued","5/27/2020","Residential | Alteration | 0","45 MENLO Pl, BERKELEY, CA 94707","30000","062
290701700","BARKLEY BUILDERS","","Bathroom remodel (remove and replace).  Must comply with Fire Zone 2 Requirements."
"B2019-05632","Building Permit","Issued","5/19/2020","Commercial | Alteration | 4","3115 TELEGRAPH Ave,
BERKELEY, CA 94705","190000","052
155801100","","","T.l. for The Smokehouse: Tenant improvements to an existing building, including new partitions, doors, ceilings, finishes, equipment, lighting, power distribution, accessible restrooms, HVAC and distribution ductwork, kitchen exhaust hoods, and associate electrical, mechanical and plumbing works."
"B2020-00176","Building Permit","Issued","5/6/2020","Residential | Alteration | 0","41 HILL Rd, BERKELEY, CA
94708","38095","063
316002405","ADAMS POOL SOLUTIONS","3675 OLD SANTA RITA ROAD, PLEASANTON, CA, CA94588","Remove and replace pool surface, install channel drain per code, install new wall steps, remove and replace 4 skimmers"
"B2020-00282","Building Permit","Issued","5/28/2020","Residential | Alteration | 0","2933 M L KING JR Way, BERKELEY, CA 94703","75000","053
159902400","","","Interior remodel of kitchen and bathroom."
"B2020-00368","Building Permit","Issued","5/13/2020","Residential | Alteration | 1","2633 MARIN Ave,
BERKELEY, CA 94708","4000","063
296404400","","","Legalize existing hot tub at rear of property constructed on concrete slab with gas boiler and electric pump. No valuation given as the structure was existing in 1970s - Property in Fire zone 2"
"B2020-00474","Building Permit","Issued","5/28/2020","Residential | Alteration | 0","2827 RUSSELL St,
BERKELEY, CA 94705","40000.00","053
170104902","J P LINDSTROM INC","1015 CALIFORNIA DR, BURLINGAME, CA, CA94010-3630","Remove & replace two (2) bathroom windows, same sizes & locations. Remodel hall bath & change master bath from a 1/2 bath to full bath with shower. Remove dropped ceiling & infill interior doors @ bathroom location(s)."
"B2020-00503","Building Permit","Issued","5/22/2020","Residential | Alteration | 1","1740 ALLSTON Way,
BERKELEY, CA 94703","23760","057
201300300","SETCHKO CONSTRUCTION","PO BOX 5138, RICHMOND, CA, CA94805","Voluntary Seismic Retrofit per Engineered plans. Add Ordinary Moment frame at garage opening"
"B2020-00598","Building Permit","Issued","5/4/2020","Residential | Alteration | 4","1419 DERBY St,
BERKELEY, CA 94702","3200","054
179300900","","","Replace existing front porch and the small deck on the back of property"
"B2020-00659","Building Permit","Issued","5/6/2020","Residential | Alteration | 1","1146 SPRUCE St,
BERKELEY, CA 94707","50000","061
255701401","LORICK AND MARTINEZ DESIGN BUILD INC","5052 WOODMINSTER LN. OAK, OAKLAND, CA, CA94602","Remove and Replace Rear Exterior Stairs. Installed wood screen at 2-side balcony.  Property in Fire Zone 2."
"B2020-00661","Building Permit","Issued","5/28/2020","Residential | Addition/Alteration
| 1","1071 PAGE St, BERKELEY, CA 94710","35000","059
233201700","","","Replace slab in storage area, relocate and create laundry room, add 1/2 bath in storage area."
"B2020-00680","Building Permit","Issued","5/6/2020","Residential | Alteration | 0","1891 CATALINA Ave,
BERKELEY, CA 94707","16760","062
288800600","CLEAN SOLAR INC","1445 KOLL CIR STE 109, SAN JOSE, CA, CA95112-4611","Installation of a solar system rated 3.75 kW dc."
"B2020-00693","Building Permit","Issued","5/22/2020","Residential | Alteration | 4","40 SAN MATEO Rd, BERKELEY, CA 94707","175000","061
257901800","W FOSTER & COMPANY","1014 WESTRIDGE AVE, DANVILLE, CA, CA94526-4828","Main floor kitchen addition & remodel, & upper floor bathroom addition.  Fire zone 2"
"B2020-00741","Building Permit","Issued","5/13/2020","Residential | Alteration | 0","2229 CARLETON St,
BERKELEY, CA 94704","15000","055
182801000","ADMIRAL BUILDERS INC","27525 TYRRELL AVE # A, HAYWARD, CA, CA94544","Install new bathroom in existing closet space at the first floor unit. Upgrade existing panel."
"B2020-00770","Building Permit","Issued","5/26/2020","Residential | Alteration | 1","2430 OREGON St,
BERKELEY, CA 94705","75000","053
169102300","LEVITCH ASSOCIATES INC","1029 HEINZ AVE, BERKELEY, CA, CA94710","12sf conversion of basement stairs to enlarge (existing) kitchen.  Remodel kitchen and new skylight."
"B2020-00814","Building Permit","Issued","5/7/2020","Residential | Alteration | 0","3034 BENVENUE Ave,
BERKELEY, CA 94705","30508.00","052
156101200","ADVANCED BUILDING SERVICES INC","P.O. BOX 11144, PIEDMONT, CA, CA946110144","Engineered Seismic Retrofit in accordance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies for Transfer Tax Rebate."
"B2020-00853","Building Permit","Issued","5/7/2020","Residential | Alteration | 1","1202 EVELYN Ave,
BERKELEY, CA 94706","50000","060
240900200","KING CONSTRUCTION","2940 CLAREMONT AVE, BERKELEY, CA, CA94705","Fire damage repair to basement and main floor level. Repair fire damaged framing, as indicated on plan, interior finishes to be removed where indicated on plan, framing to be smoke sealed rewired with new outlets and light fixture, new heating for main floor insulate and new interior finishes. Basement used for storage only, not approved for habitable space."
"B2020-00854","Building Permit","Issued","5/27/2020","Residential | Alteration | 4","2437 PIEDMONT Ave,
BERKELEY, CA 94704","118231","055
186601003","","","INTERIOR REMODEL OF EXISTING LIVING UNITS 104, 204 & 404 (789 SF , 789 SF & 766 SF) IN AN EXISTING 4 STORY ABV GARAGE MULTI- FAMILY HOUSING COMPLEX BUILT IN 1965.
THE PROJECT IS PRIVATELY OWNED AND
FUNDED.  Must Comply with Fire Zone 2 Requirements."
"B2020-00864","Building Permit","Issued","5/14/2020","Residential | Alteration | 0","48 OAKVALE Ave,
BERKELEY, CA 94705","0","064
424002400","SUNPOWER BY HOOKED ON SOLAR INC","2571 WARREN DR, ROCKLIN, CA, CA95677-2167","Install 8.502 kW, 26 Panel solar PV system and (3) Tesla Powerwalls at 15 kW total,  (1) backup gateway, (1) AC disconnect, 200 Amp subpanel upgrade and (1) new 125Amp subpanel."
"B2020-00877","Building Permit","Issued","5/27/2020","Residential | Alteration | 1","2325 PIEDMONT Ave,
BERKELEY, CA 94704","50000.00","055
186401300","PSR WEST COAST BUILDERS INC","3458 MT DIABLO BLVD, LAFAYETTE, CA, CA94549","Renovation of first floor sorority kitchen. Install Type 1 Hood, grease interceptor, new walk in cooler & freezer, replace subfloor. Change storage area to kitchenette & add half bathroom. Install new racking & shelving. Install two (2) new 100 AMP Subpanels. Fire Zone 2 Property."
"B2020-00932","Building Permit","Issued","5/5/2020","Residential | Alteration | 1","188 TAMALPAIS Rd,
BERKELEY, CA 94708","115000","060
247300500","","","KITCHEN AND BATH REMODEL.  Must Comply
with Fire Zone Requirements."
"B2020-00950","Building Permit","Issued","5/4/2020","Residential | Alteration | 1","1862 ARCH St, BERKELEY, CA 94709","26000.00","058
218201901","","","Seismic upgrade to structure. Remodel Unit #8. Remove & replace exterior door, remove nonbearing wall, new lighting & electrical. Voluntary Lateral Force-Resisting Element Upgrade [CEBC 503.13].  Must Comply with Fire Zone 2 Requirements."
"B2020-01001","Building Permit","Issued","5/26/2020","Residential | Alteration | 1","1184 KEELER Ave,
BERKELEY, CA 94708","1000","063
298503000","GBU CONSTRUCTION DEVELOPMENT","601 VAN NESS AVE APT 622, SAN FRANCISCO, CA, CA94102-3255","Demo Door opening in bearing wall. Remove existing shear wall, install holdowns, install new shear, install new subpanel, new wires where knob & tube is.  Must Comply with Fire Zone 2 Requirements."
"B2020-01002","Building Permit","Issued","5/11/2020","Residential | Alteration | 4","1709 TACOMA Ave,
BERKELEY, CA 94707","152000","062
288601500","PANCOAST CONSTRUCTION INC.","1319 CARLOTTA AVENUE, BERKELEY, CA, CA94703","Remodel existing 1206 sf single-story house, with structural upgrades, new windows and exterior doors, two bathrooms and kitchen.  No change to existing roof line, building footprint or square footage.  New deck at rear of house.
**05/21/2020--Increase in subpanel amperage from 70 to 200amps per contractor**"
"B2020-01009","Building Permit","Issued","5/20/2020","Residential | Alteration | 0","1400 HEARST Ave,
BERKELEY, CA 94702","17000","057
207501800","ER HOME IMPROVEMENTS & GENERAL CONSTRUCTION INC","1902 LUPINE RD, HERCULES, CA, CA94547","Foundation improvements at interior crawl space with voluntary seismic strengthening."
"B2020-01011","Building Permit","Issued","5/4/2020","Commercial | Alteration | 3","2910 SEVENTH St,
BERKELEY, CA 94710","3300000","053
164400100","MAI CONSTRUCTION INC","50 BONEVENTURA DR, SAN JOSE, CA, CA95134","Scope of Work includes tenant improvements for R&D space of existing 2-story building. Includes M/E/P work to support the new layout."
"B2020-01021","Building Permit","Issued","5/26/2020","Residential | Demolition | 1","1307 WARD St, BERKELEY, CA 94702","5000.00","054
173901700","DWIGHT BUILDERS","38 GLEN AVENUE, OAKLAND, CA, CA94611","Demolish 375 SqFt garage. ""J Number"" = ASB113865. (See Permit #B2020-01020 for
Rebuild.)"
"B2020-01047","Building Permit","Issued","5/4/2020","Residential | Alteration | 1","1732 LA VEREDA Rd, BERKELEY, CA 94709","85000.00","058
220700702","","","Interior kitchen & bathroom repairs due to water damage. Remove non-bearing partition walls. Fire Zone 2 Property."
"B2020-01059","Building Permit","Issued","5/28/2020","Residential | Alteration | 1","1818 FRANKLIN St,
BERKELEY, CA 94702","40000.00","057
207900900","","","Creation of new office/den at entry level with a new bath. Remodel kitchen & existing bathroom.
Replace windows & doors at rear wall & portion of south wall. Relocate subpanels & main service panel, upgrade main service panel to 200 AMPs."
"B2020-01088","Building Permit","Issued","5/26/2020","Residential | Alteration | 1","1208 ROSE St, BERKELEY, CA 94702","58000","059
229000300","","","Remodel (E) storage and bath into (N) bedroom, laundry, and bath: rear yard parking Space."
"B2020-01116","Building Permit","Issued","5/15/2020","Residential | Alteration | 0","701 ARLINGTON Ave,
BERKELEY, CA 94707","0","062
291607000","GAGNE-MULFORD ENTERPRISES INC","5121 PORT CHICAGO HIGHWAY, CONCORD, CA, CA94520","Drain Re-pipe under the house."
"B2020-01125","Building Permit","Issued","5/5/2020","Residential | Alteration | 0","899 ARLINGTON Ave,
BERKELEY, CA 94707","9521.00","061
257803700","HOME DEPOT USA INC.","PO BOX 105465, ATLANTA, GA, GA30348-5465","Remove & replace five (5) windows, same sizes & locations. Fire Zone 2 Property."
