Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2018-05093,Building Permit,Issued,1/18/2019,Residential | Alteration | 0,"2414 BYRON St,
BERKELEY, CA 94702",120000,"056
192800600",DAVID C DUNN COMPANY,"1547 PALOS VERDES MALL #282, WALNUT CREEK, CA, CA94597-2228","Remodel of interior unit, remove wall between kitchen and dining room, remodel kitchen, covert (e) bathroom to 2 bathrooms, replace door and window with sliding glass door at rear of residence"
B2018-05098,Building Permit,Issued,1/22/2019,Residential | Alteration | 0,"1640 FAIRVIEW St,
BERKELEY, CA 94703",35000,"052
153503100",SIDDALL CONSTRUCTION,"104 MCKISSICK STREET, PLEASANT HILL, CA, CA94523",Kitchen and bath remodel.
B2018-05127,Building Permit,Issued,1/15/2019,Residential | Alteration | 1,"162 HILLCREST Rd,
BERKELEY, CA 94705",25436,"064
425204000",RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace two (2) patio doors. Widen doors 3 inches, install new 4 x 12 headers. Fire Zone 2 Property."
B2018-05128,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2425 SEVENTH St,
BERKELEY, CA 94710",13440,"056
193903000",RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace five (5) windows, same size & location."
B2018-05135,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"961 ARLINGTON Ave,
BERKELEY, CA 94707",0,"061
257803000","SUNRUN INSTALLATION SERVICES, INC","775 FIERO LN STE 200, SN LUIS OBISP, CA, CA93401-7904",Install 3.0KW PV solar panels on roof (10 modules) with a new 100 AMP main service panel upgrade. Fire Zone 2 Property.
B2018-05138,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2418 SPAULDING Ave,
BERKELEY, CA 94703",4849,"055
191400900",RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Remove & replace two (2) windows, same size & location."
B2019-00001,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"2704 WALLACE St,
BERKELEY, CA 94702",0,"054
174200500",ROBERTS ELECTRIC CO INC,"2408 WEBSTER ST, OAKLAND, CA, CA94612",Service upgrade; rewire circuits and install new devices.
B2019-00005,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"1929 VINE St, BERKELEY, CA 94709",0,"059
226602000",ELECTRIC EMPIRE ELECTRICAL CONTRACTORS INC,"1404 SHERMAN DRIVE, BENICIA, CA, CA94510",Replace dangerous 100A FPE service panel with new 200A panel. install new dedicated 40A circuit for a new EV charging station located on house next to new service
B2019-00006,Building Permit,Finaled,1/2/2019,Residential | Alteration | 0,"1561 EUCLID Ave 1,
BERKELEY, CA 94708",0,"058
224604000",COMPLETE PROPERTY DEVELOPMENT,"6117 ARLINGTON BLVD, RICHMOND, CA, CA94805-1203",50 AMP circuit for car charger.
B2019-00007,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"1311 SAN PABLO Ave, BERKELEY, CA 94702",0,"060
240402900",COMPLETE PROPERTY DEVELOPMENT,"6117 ARLINGTON BLVD, RICHMOND, CA, CA94805-1203",300 AMP Panel upgrade.
B2019-00013,Building Permit,Finaled,1/2/2019,Residential | Alteration | 0,"2918 ELLSWORTH St 1,
BERKELEY, CA 94705",0,"052
158000800",ILLUMINATE SOLAR COMPANY,"2706 WALNUT BLVD, WALNUT CREEK, CA, CA94596",Install 4.68 KW PV solar panels (13 modules) on the roof. New 100 AMP main service panel with a new 100 AMP subpanel.
B2019-00014,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"3009 CLAREMONT Ave,
BERKELEY, CA 94705",0,"064
423801900",IDEAL ELECTRIC INC,"27410 JARVIS ST, PERRIS, CA, CA92570-6957",upgrade main electrical service to 125A
B2019-00019,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"1231 CARRISON St,
BERKELEY, CA 94702",0,"053
162701500",ACE 1 ELECTRIC,"775 15TH ST, RICHMOND, CA, CA94801",Rewire electrical in home
B2019-00020,Building Permit,Issued,1/2/2019,Residential | Alteration | 0,"1980 CURTIS St,
BERKELEY, CA 94702",0,"057
208500600",,,Replace and upgrade main disconnect from 200 AMP to 400AMP
B2019-00023,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"1844 SAN PEDRO Ave, BERKELEY, CA 94707",0,"062
288802400",,,Service upgrade 200 amps
B2019-00024,Building Permit,Issued,1/23/2019,Residential | Alteration | 0,"807 SAN LUIS Rd, BERKELEY, CA 94707",22000,"061
258103800",DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530",Seismic Strengthening for transfer tax rebate
B2019-00027,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"2703 FULTON St,
BERKELEY, CA 94705",11000,"054
171802300",BEST HOME REMODELING INC,"3040 GIANT RD STE # 205, SAN PABLO, CA, CA94806",Bath remodel
B2019-00028,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"2634 PIEDMONT Ave,
BERKELEY, CA 94704",12600,"055
184901300",PAK'S ROOFING INC,"1241 SLEEPY HOLLOW LANE, MILLBRAE, CA, CA94030","Reroof-Tear off old roof surface, apply 1/2"" OSB plywood. Apply 1 layer 30lb base felt and apply GAF life time warranty composition shingle work."
B2019-00031,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"1628 ACTON St,
BERKELEY, CA 94702",5000,"058
214401500",,,Reroof-Torch down 15sq
B2019-00032,Building Permit,Issued,1/3/2019,Residential | Alteration | 0,"1628 ACTON St,
BERKELEY, CA 94702",0,"058
214401500",,,Water heater change out and panel change out like for like 100amps
B2019-00033,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"769 SANTA BARBARA Rd, BERKELEY, CA 94707",8959,"061
258202203",RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Install (3) replacement windows, in kind no size change."
B2019-00034,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"690 HILLDALE Ave,
BERKELEY, CA 94708",9176,"063
295502100",RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Install (4) replacement windows, in kind no size change."
B2019-00036,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"1457 CORNELL Ave,
BERKELEY, CA 94702",9086,"060
239204800",RENEWAL BY ANDERSEN OF SAN FRA,"30800 SANTANA ST, HAYWARD, CA, CA94544","Install (4) replacement windows in kind, no size change."
B2019-00037,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"325 VERMONT Ave,
BERKELEY, CA 94707",14117,"062
294903500",RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Install (3) replacement windows in kind, no size change."
B2019-00038,Building Permit,Issued,1/9/2019,Residential | Alteration | 0,"1815 VIRGINIA St,
BERKELEY, CA 94703",0,"058
216501900",A 1 SUN INC,"2015 YOLO AVE, BERKELEY, CA, CA94707-2615","Install 5.04 KW PV solar panels (14 modules) on the roof. 200 AMP main service upgrade, new 125 AMP subpanel & new EV charging station."
B2019-00039,Building Permit,Finaled,1/4/2019,Residential | Alteration | 0,"1907 OREGON St,
BERKELEY, CA 94703",0,"053
168001500",EHRET CO. PLUMBING & HEATING,"887 71ST AVE, OAKLAND, CA, CA94621-3328",Replace (e) water heater in basement
B2019-00041,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"1031 CRESTON Rd,
BERKELEY, CA 94708",6219,"063
313007700",RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace two (2) windows, same size & location. Fire Zone 2 Property."
B2019-00042,Building Permit,Issued,1/4/2019,Residential | Alteration | 0,"1600 DWIGHT Way,
BERKELEY, CA 94703",18000,"054
180601800",,,Replace eighteen (18) aluminum windows (in-kind)
B2019-00043 ,Building Permit ,Issued ,1/8/2019,Residential | Alteration | 0 ,"1120 MONTEREY Ave, BERKELEY, CA 94707",4936,061 262901300,RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace one (1) living room window, same size & location."
B2019-00045,Building Permit,Issued,1/4/2019,Residential | Alteration | 0,"2201 VIRGINIA St 8,
BERKELEY, CA 94709",5000,"058
218303900",UNLIMITED PROPERTY SVS INC.,"2250 CENTRAL ST STE A, RICHMOND, CA, CA94801-1205",Repair bathroom floor framing. Separate permit required to reinstall plumbing fixtures removed for repair
B2019-00046,Building Permit,Issued,1/4/2019,Residential | Alteration | 0,"2201 VIRGINIA St 12,
BERKELEY, CA 94709",5000,"058
218303600",UNLIMITED PROPERTY SVS INC.,"2250 CENTRAL ST STE A, RICHMOND, CA, CA94801-1205",Replace/repair drywall in main living area from water damage.
B2019-00048,Building Permit,Finaled,1/10/2019,Residential | Alteration | 0,"2220 SACRAMENTO St 4,
BERKELEY, CA 94702",0,"056
199805400",,,Replace (e) subpanel.
B2019-00050,Building Permit,Issued,1/15/2019,Residential | Alteration | 0,"53 TUNNEL Rd, BERKELEY, CA 94705",31778,"064
422602200",RENEWAL BY ANDERSON OF SAN FRA,"30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace ten (10) windows in the dining & family rooms, same sizes & locations. Fire Zone 2 Property."
B2019-00051,Building Permit,Issued,1/7/2019,Residential | Alteration | 0,"210 THE UPLANDS,
BERKELEY, CA 94705",42600,"064
425900500",JOEL GARCIA CONSTRUCTION,"3915 MARION WAY, EL SOBRANTE, CA, CA94803-3527",Remodel kitchen & two (2) baths. Remove & replace kitchen & bath windows. Fire Zone 2 Property.
B2019-00053,Building Permit,Issued,1/7/2019,Residential | Alteration | 0,"1316 SHATTUCK Ave,
BERKELEY, CA 94709",25000,"060
245505800",JIM GARDNER CONSTRUCTION INC,"3871 PIEDMONT AVE STE 13, PIEDMONT, CA, CA946115378",Partial foundation replacement
B2019-00054,Building Permit,Finaled,1/7/2019,Residential | Alteration | 0,"1406 PERALTA Ave,
BERKELEY, CA 94702",0,"060
241704100",BIG BLUE PLUMBING,"768 STEWART CT, ALAMEDA, CA, CA94501-2141",Water heater replacement
B2019-00055,Building Permit,Finaled,1/7/2019,Residential | Alteration | 0,"657 CRESTON Rd,
BERKELEY, CA 94708",0,"063
311011600",BIG BLUE PLUMBING,"768 STEWART CT, ALAMEDA, CA, CA94501-2141",Water heater swap out
B2019-00056,Building Permit,Issued,1/7/2019,Residential | Alteration | 0,"68 OAK RIDGE Rd, BERKELEY, CA 94705",0,"064
424300400",ERICKSEN ELECTRIC,"PO BOX 620832, WOODSIDE, CA, CA94062-0832","Electrical upgrade from 100 to 200 Amps, and EV controller installation."
B2019-00058,Building Permit,Issued,1/31/2019,Commercial | Alteration | 1,"2129 SHATTUCK Ave,
BERKELEY, CA 94704",0,"057
203200503",BRAYER ELECTRIC COMPANY,"15095 WICKS BLVD, SAN LEANDRO, CA, CA94577",1600 Temp Power Pole
B2019-00060,Building Permit,Issued,1/22/2019,Residential | Alteration | 0,"1228 CARLETON St 1,
BERKELEY, CA 94702",0,"054
178700100",ALBERT NAHMAN PLUMBING,"3333 M. L. KING JR. WAY, BERKELEY, CA, CA94703",Replace furnace with new R-8 ducting.
B2019-00061,Building Permit,Issued,1/22/2019,Residential | Alteration | 0,"1012 ALLSTON Way 1,
BERKELEY, CA 94710",0,"056
197500300",ALBERT NAHMAN PLUMBING,"3333 M. L. KING JR. WAY, BERKELEY, CA, CA94703",Install electrical tank-less water heater in place of old tank water heater.
B2019-00063,Building Permit,Issued,1/7/2019,Residential | Alteration | 0,"28 DOMINGO Ave,
BERKELEY, CA 94705",0,"064
423600600",M C PLUMBING,"2160 42ND AVE., OAKLAND, CA, CA94601",Replace water main approximately 25 ft.
B2019-00064,Building Permit,Finaled,1/7/2019,Residential | Alteration | 0,"1731 M L KING JR Way, BERKELEY, CA 94709",0,"058
216902100",MR ROOTER PLUMBING,"1025 39TH STREET, OAKLAND, CA, CA94608","install 40"" of new 3/4 gas piping in the crawl Space"
B2019-00069,Building Permit,Issued,1/28/2019,Residential | Alteration | 1,"2310 PIEDMONT Ave,
BERKELEY, CA 94704",6100,"055
187000102",,,"Termite repair per Report #48885, Dated December 18, 2015, Items 9B & 9C. Repairs to existing deck. Fire Zone 2 Property. Units 202 & 204."
B2019-00073,Building Permit,Issued,1/7/2019,Residential | Alteration | 0,"931 SPRUCE St,
BERKELEY, CA 94707",0,"063
297304600",AIR FLOW PROS,"2595 MISSION ST STE 202, SAN FRANCISCO, CA, CA94110-2573",Replace and Install high efficiency furnace in the garage.
B2019-00075,Building Permit,Issued,1/28/2019,Residential | Alteration | 0,"925 SPRUCE St,
BERKELEY, CA 94707",15000,"063
297304800",GREEN AIR HEATING AND AIR COND,"4050 PIKE LN SUITE B, CONCORD, CA, CA94520",Install 4.32KW PV solar panels (12 modules) on the roof. Fire Zone 2 Property.
B2019-00076,Building Permit,Issued,1/28/2019,Residential | Alteration | 1,"1440 BERKELEY Way,
BERKELEY, CA 94702",12600,"057
207201501",CURIEL CONSTRUCTION INC,"527 BROWNSTONE ROAD, OAKLEY, CA, CA94561",Dryrot repairs in stairs
B2019-00081,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"2920 DEAKIN St,
BERKELEY, CA 94705",18207,"052
158101000",STATE ROOFING SYSTEMS INC,"15444 HESPERIAN BLVD, SAN LEANDRO, CA, CA94578-3959","Waiting for copy of 2019 business license
39 squares - Tear off existing single ply roof. Install Dens Deck and Duro Turf 50 mil PVC (Class A)"
B2019-00082,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"904 SPRUCE St,
BERKELEY, CA 94707",15000,"061
259000200",,,"Kitchen remodel. Replace one (1) window, one (1) French door & infill one (1) window. Fire Zone 2 Property."
B2019-00085,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"547 SANTA CLARA Ave, BERKELEY, CA 94707",7397,"062
291100501",A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Remove & replace five (5) bedroom & bathroom windows, same size & location. Fire Zone 2 Property."
B2019-00086,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"959 INDIAN ROCK Ave, BERKELEY, CA 94707",20000,"061
258501800",THE RENOVATION STUDIO,"1481 DARLENE DR, CONCORD, CA, CA94520-3908",Interior remodel of master bath. Replace plumbing fixtures & tile. Fire Zone 2 Property.
B2019-00087,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"690 COLUSA Ave,
BERKELEY, CA 94707",36451,"062
287800100",A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Remove & replace two (2) French doors (one in the family room & one in the living room), same size & location."
B2019-00088,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2300 HOWE St, BERKELEY, CA 94705",0,"052
157801300",KEN KING GENERAL CONSTRUCTION,"45 BARBER LN, MARTINEZ, CA, CA94553-4501","Install gas fireplace insert in existing living room fireplace, with new gas line & electrical."
B2019-00089,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"2135 CURTIS St,
BERKELEY, CA 94702",3528,"056
198601300",,,"Remove & replace three (3) windows, same size & location."
B2019-00090,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"1334 BLAKE St, BERKELEY, CA 94702",0,"054
179002500",EHRET CO. PLUMBING & HEATING,"887 71ST AVE, OAKLAND, CA, CA94621-3328",Replace existing Sump Pump.
B2019-00095,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"1117 HEARST Ave,
BERKELEY, CA 94702",17896,"057
208606200",A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Remove & replace eighteen (18) windows, same size & location."
B2019-00096,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2821 HILLEGASS Ave,
BERKELEY, CA 94705",0,"053
169402200",COHEN JEFFREY H,"7260 VIEW AVE, EL CERRITO, CA, CA94530-1814","electrical rewiring only (fishing )to units 2, 18 and 24."
B2019-00097,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2631 FULTON St,
BERKELEY, CA 94704",0,"055
182701700",WALNUT CREEK HEATING AND AIR,"4075 NELSON AVE STE D, CONCORD, CA, CA94520-1279",Furnace and Duct Replacment
B2019-00098,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2334 JEFFERSON Ave,
BERKELEY, CA 94703",0,"055
191201800",A-1 GUARANTEED HEATING & AIR C,"1768 BROADWAY, VALLEJO, CA, CA94589",Replace Furnance
B2019-00099,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"1338 HEARST Ave,
BERKELEY, CA 94702",0,"057
207402000",A-1 GUARANTEED HEATING & AIR C,"1768 BROADWAY, VALLEJO, CA, CA94589",Install new mini split HVAC and duct work
B2019-00101,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"514 ARLINGTON Ave,
BERKELEY, CA 94707",0,"062
292301100",SERVICE EXPERTS HEATING & AIR CONDITIONING,"2500 MEADOWBROOK PKWY STE F, DULUTH, GA, GA30096-4676",Furnace Replacement
B2019-00102,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"920 CAMELIA St,
BERKELEY, CA 94710",0,"059
233400100",ONE HOUR HEATING AND AIR,"1400 PETALUMA HILL RD, SANTA ROSA, CA, CA95404",2 Single Wall Furnaces
B2019-00106,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"2707 MATHEWS St,
BERKELEY, CA 94702",9842,"054
174002700",A-TAYLOR MADE WINDOW,"5327 JACUZZI ST STE 5E, PT RICHMOND, CA, CA94804","Remove & replace six (6) windows, same size & location."
B2019-00107,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"1112 ALLSTON Way,
BERKELEY, CA 94702",0,"056
198303900",SERVICE EXPERTS HEATING & AIR CONDITIONING,"2500 MEADOWBROOK PKWY STE F, DULUTH, GA, GA30096-4676",2 Furnace Replacements in Units A & B
B2019-00109,Building Permit,Issued,1/16/2019,Residential | Alteration | 0,"1410 HOLLY St, BERKELEY, CA 94703",0,"059
228500500",SUNLOGIC INC,"14 BETA CT, SAN RAMON, CA, CA94583-1202","Install 2.56 KW PV solar panels (8 modules) on the roof, with a new 125 AMP subpanel."
B2019-00111,Building Permit,Issued,1/8/2019,Residential | Alteration | 0,"2214 BROWNING St,
BERKELEY, CA 94702",0,"056
198700900",SERVICE EXPERTS HEATING & AIR CONDITIONING,"2500 MEADOWBROOK PKWY STE F, DULUTH, GA, GA30096-4676",AC/Furnace/Duct Replacement
B2019-00115,Building Permit,Finaled,1/9/2019,Residential | Alteration | 0,"1424 M L KING JR Way, BERKELEY, CA 94709",15995,"059
227000900",COLLINS ROOFING,"3756 GRAND AVE, SUITE 304, PIEDMONT, CA, CA94610","Residential Re-Roof; Roof to be swept off and overlaid , any loose or uneven surfaces will be leveled or refastened. install 30lb safeguard underlayment over (E) shingles. Install certainteed comp shingles."
B2019-00116,Building Permit,Issued,1/9/2019,Residential | Alteration | 0,"729 ARLINGTON Ave,
BERKELEY, CA 94707",53900,"061
259800300",COLLINS ROOFING,"3756 GRAND AVE, SUITE 304, PIEDMONT, CA, CA94610","Residential Re-Roof; (E) roofing material removed down to solid decking, garage roof and house roof. Install Certainteed modified and Certainteed shingles."
B2019-00117,Building Permit,Finaled,1/9/2019,Residential | Alteration | 0,"1641 CORNELL Ave,
BERKELEY, CA 94702",12440,"059
229003500",COLLINS ROOFING,"3756 GRAND AVE, SUITE 304, PIEDMONT, CA, CA94610",Residential Re-Roof;
