Permit.Number,Status,Date.Issued,Building.Type,Work.Type,StreetNumber,StreetName,StreetType,Valuation,Work.Description,Property.Address
B2017-00118,Issued,03/15/2021,Residential,Alteration,1925,DELAWARE,St,237860.0,"Soft Story - Base level seismic upgrade per BML A-39, IEBC A-4. For Retrofit Grants Program.","1925 DELAWARE St, Berkeley, CA"
B2017-00207,Issued,10/29/2019,Residential,Addition/Alteration,1624,POSEN,Ave,170000.0,"Convert (E) Basement to Habitable (1,634 SQ FT) ADU","1624 POSEN Ave, Berkeley, CA"
B2017-00207-REV02,Issued,01/13/2021,Residential,Addition/Alteration,1624,POSEN,Ave,170000.0,Revision to Exterior Deck and stairs layout. No Change in valuation.,"1624 POSEN Ave, Berkeley, CA"
B2017-00226,Issued,03/01/2017,Residential,Alteration,2700,LE CONTE,Ave,38205.0,"Termite repairs per report #49003, Dated 1/19/16, Item #9F & report #48970, Dated 1/14/16, Items #4a, 4B, 4C, 9A & 9B. Repair sheathing & framing of walkway, repair handrails & chemically treat deck for fungus.","2700 LE CONTE Ave, Berkeley, CA"
B2017-00687,Issued,05/15/2017,Residential,Alteration,1524,UNIVERSITY,Ave,200.0,Per Housing Report H2016-06652 Dated 1/10/17 Items # 4 & 10 Replace Handrail and one Window in bedroom.,"1524 UNIVERSITY Ave, Berkeley, CA"
B2017-00687-REV01,Issued,08/03/2018,Residential,Alteration,1524,UNIVERSITY,Ave,200.0,"Replace Study Room windows in 1522, 1524 & 1528 and water heater in 1524 & 1526, replace steps","1524 UNIVERSITY Ave, Berkeley, CA"
B2017-00687-REV02,Issued,10/20/2021,Residential,Alteration,1524,UNIVERSITY,Ave,200.0,Repair porch supports: Replace porch post and header same size and same location.,"1524 UNIVERSITY Ave, Berkeley, CA"
B2017-00773,Issued,01/04/2022,Residential,Alteration,1915,BONITA,Ave,49793.75,Soft story seismic retrofit to comply with BMC 19-39 to allow removal of the building from the inventory of hazardous SWOF buildings,"1915 BONITA Ave, Berkeley, CA"
B2017-00774,Issued,01/04/2022,Residential,Alteration,1921,BONITA,Ave,49793.75,Soft story seismic strengthening work to comply with BMC 19.39 to allow removal of the building from the list SWOF hazardous buildings.,"1921 BONITA Ave, Berkeley, CA"
B2017-00795,Issued,08/23/2017,Residential,Alteration,852,PERALTA,Ave,80000.0,"Residential remodel - install new gas insert into existing wood burning fire place, remodel bathroom, kitchen, new deck with canopy, replace existing windows, & relocate washer / dryer","852 PERALTA Ave, Berkeley, CA"
B2017-01000,Issued,08/08/2019,Residential,Alteration,1620,HARMON,St,58900.0,South-west exterior stair replacement & waterproofing; south-west 2nd floor guardrail replacement; north-west exterior staircase & handrail replacement,"1620 HARMON St, Berkeley, CA"
B2017-01149,Issued,03/20/2017,Residential,Alteration,1535,FAIRVIEW,St,0.0,200 AMP Service and Re-Wire,"1535 FAIRVIEW St, Berkeley, CA"
B2017-01298,Issued,11/29/2018,Residential,Alteration,1430,BERKELEY,Way,12000.0,Replacement of (E) convenience stairs at 1430 A & B in rear.,"1430 BERKELEY Way, Berkeley, CA"
B2017-01399,Issued,01/03/2018,Residential,New,2706,SHASTA,Rd,459000.0,"** OWNER ADDED ELECT, MECH AND PLUMB PERMITS**
Construct New Wood Framed House","2706 SHASTA Rd, Berkeley, CA"
B2017-01426-REV03,Issued,01/15/2021,Residential,Addition/Alteration,3003,DWIGHT,Way,2000000.0,Engineer on record has been modified to Lea & Braze Engineering. Modifications to the previously approved grading & drainage plans see attached permit modification letter for extent of updates. No change in valuation.,"3003 DWIGHT Way, Berkeley, CA"
B2017-01426-REV04,Issued,09/01/2021,Residential,Addition/Alteration,3003,DWIGHT,Way,2000000.0,"Structural revisions to deck structure and trash enclosure.  Valuation increased by $35,000.  New valuation is $2035000.","3003 DWIGHT Way, Berkeley, CA"
B2017-01426-REV05,Issued,04/19/2022,Residential,Addition/Alteration,3003,DWIGHT,Way,2114000.0,"Revisions to landscape and structural plans to include site walls. Relocation of rainwater tanks and deletion of grey water system. Updates to grading and drainage plan. Valuation Increased $2,035,000 to $2,114,000.","3003 DWIGHT Way, Berkeley, CA"
B2017-01426-REV06,Issued,07/26/2022,Residential,Addition/Alteration,3003,DWIGHT,Way,2114000.0,"Revision to Civil, Landscape, and Water Catchment plans. Removal of rainwater tanks. Relocation and resizing of electrical enclosure with revised Structural plans and details. No Increase in valuation.","3003 DWIGHT Way, Berkeley, CA"
B2017-01477,Issued,03/13/2018,Residential,Alteration,2427,SAN PABLO,Ave,2000.0,Remove and replace existing balcony in multi-family structure. Add Electrical and Mechanical 6/26/2018.,"2427 SAN PABLO Ave, Berkeley, CA"
B2017-01486,Issued,09/10/2020,Residential,Alteration,1321,ADDISON,St,100000.0,"Soft story retrofit. Prior to final, apply for permit for E3 compliance.","1321 ADDISON St, Berkeley, CA"
B2017-01520,Issued,04/04/2019,Residential,Addition/Alteration,1505,ARCH,St,105000.0,(E) Basement converted to make a new 740 SQ Ft ADU: Work includes excavation and structural work.,"1505 ARCH St, Berkeley, CA"
B2017-01631,Issued,04/20/2017,Residential,Alteration,917,BANCROFT,Way,66000.0,Seismic upgrades per Plan Set A for Brace & Bolt Program,"917 BANCROFT Way, Berkeley, CA"
B2017-01634,Issued,08/31/2017,Residential,Addition/Alteration,1470,CORNELL,Ave,295010.0,Construction of 543 sq.ft. 2-story addition - 295 sq.ft. @ 1st floor & 248 sq.ft. @ 2nd floor. Interior renovations to include reconfiguring floor plan layout and relocation of kitchen. Convert 200 sq.ft. of habitable space back to garage. Replace all windows and install tankless water heater.,"1470 CORNELL Ave, Berkeley, CA"
B2017-01657,Issued,03/27/2018,Residential,Alteration,32,THE PLAZA,Dr,225000.0,"Residential Remodel 1-kitchen, 2-baths, windows including opening changes and ext. door. Must comply with fire zone two requirements.","32 THE PLAZA Dr, Berkeley, CA"
B2017-01697,Issued,09/22/2017,Residential,Alteration,1450,HAWTHORNE,Ter,325000.0,"Remodel and expand kitchen, add family room, renovate 2dn floor bathroom. Relocate Laundry to second floor.
** Owner changed Contractor - see uploaded letter dated Sept.7, 2018.**","1450 HAWTHORNE Ter, Berkeley, CA"
B2017-01725,Issued,04/27/2017,Residential,Alteration,1412,CORNELL,Ave,2137.0,"Replace three (3) windows, same size & location.","1412 CORNELL Ave, Berkeley, CA"
B2017-01786,Issued,05/09/2018,Residential,Alteration,1614,MILVIA,St,250000.0,Residential Soft Story retrofit for compliance with BMC 19.39 to allow removal of the building from the inventory of potentially hazardous buildings.,"1614 MILVIA St, Berkeley, CA"
B2017-01792,Issued,11/19/2019,Residential,Addition/Alteration,73,EL CAMINO REAL,,202000.0,"Residential single story addition - to include (1) bedroom, one bathroom, add powder room, & dining room.  Must Comply with Fire Zone 2 Requirements.",
B2017-01850,Issued,08/09/2018,Residential,New,2597,TELEGRAPH,Ave,3296062.0,"New Residential building 25,182 sq ft.; 10 living units above concrete podium and parking. Includes the demo of Parking Slab on grade
- Deferred 02: truss joist plan for trusses
- REV03: Remove #7 rebar every 4ft from parking garage wall to podium slab. Use #7 bar epoxy into wall every 12""","2597 TELEGRAPH Ave, Berkeley, CA"
B2017-01862,Issued,09/11/2017,Residential,Alteration,1308,BONITA,Ave,105000.0,"Kitchen & bath remodel. New furnace in attic & new attic access.  Remove & replace windows, electrical, and insulation of second floor unit. Per applicant, increase valuation from $35,000 to $105,000.","1308 BONITA Ave, Berkeley, CA"
B2017-01892,Issued,07/05/2017,Residential,Alteration,1535,FAIRVIEW,St,145428.0,Foundation and Two Exterior Stair Replacement,"1535 FAIRVIEW St, Berkeley, CA"
B2017-02082,Issued,08/07/2019,Residential,Alteration,3353,M L KING JR,Way,94500.0,"Legalize two(2) residential units that were converted without Permits from original commercial.
See use permit ZP2015-0184 conditions on 2nd page of plans.","3353 M L KING JR Way, Berkeley, CA"
B2017-02121-REV01,Issued,01/11/2022,Residential,Alteration,2498,PIEDMONT,Ave,60000.0,"Change beam and post configuration along line 2, pages S-4 and S-4.1. No change in valuation.","2498 PIEDMONT Ave, Berkeley, CA"
B2017-02331,Issued,12/04/2017,Residential,Addition/Alteration,1912,MONTEREY,Ave,668400.0,"1742 SF lower level addition to (E) home to include new ADU. Remodel Existing first floor of 1 story residence. Add new partially below grade floor beneath first floor. A portion of this new level will be a new
Accessory Dwelling Unit. The remaining portion will become part of the primary house with a new
internal staircase connection added.**Add electrical.","1912 MONTEREY Ave, Berkeley, CA"
B2017-02381,Issued,11/19/2018,Residential,Alteration,1418,NORTHSIDE,Ave,250000.0,"Complete house remodel, replace 25 windows and 4 exterior doors. Remove garage foundation (garage previously removed).","1418 NORTHSIDE Ave, Berkeley, CA"
B2017-02450,Issued,12/18/2019,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,"Phase 3 of 3; Close in and completion of a New Commercial/Hotel with 334 rooms. Ground floor will have restaurant, Hotel lobby, & B of A.","2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF04,Issued,05/26/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Emergency Generator and Fuel Station Piping & Equipment.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF05,Issued,03/19/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Deferred elevator submittal.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF06,Issued,02/25/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Deferral - Window Washing.  No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF07,Issued,05/20/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Deferred submittal for Curtain Wall.  No increase in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF08,Issued,05/10/2021,Mixed Use,New,2129,SHATTUCK,Ave,0.0,Deferred Submittal for Punched Windows (Window Walls).  No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF09,Issued,02/25/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Deferral for metal stairs. No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF10,Issued,02/22/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Roll down (overhead) doors.  No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF11,Issued,02/22/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Art Glass,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF12,Issued,05/10/2021,Mixed Use,New,2129,SHATTUCK,Ave,0.0,Deferred Elevators 1-5.  No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF14,Issued,10/25/2021,Mixed Use,New,2129,SHATTUCK,Ave,0.0,Wondoor shop drawings (moveable fire wall deferred submittal). No increase in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-DEF15,Issued,10/11/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Deferral:  EVAC Signage.  No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-REV02,Issued,10/27/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,Utility trench cross-wall details and cover shop drawings and specifications. No change in valuation.,"2129 SHATTUCK Ave, Berkeley, CA"
B2017-02450-REV13,Issued,09/24/2021,Mixed Use,New,2129,SHATTUCK,Ave,66141646.0,"AMMR to utilize the Wondoor (moveable fire wall deferred submittal), under 2013 code cycle (required by FM).","2129 SHATTUCK Ave, Berkeley, CA"
B2017-02509,Issued,09/01/2017,Residential,Addition/Alteration,1819,ACTON,St,90000.0,"Residential addition to rear of the house to enlarge and relocate kitchen and bedroom #2, add bath #2 and laundry room/.  New deck with arbor","1819 ACTON St, Berkeley, CA"
B2017-02509-REV01,Issued,04/30/2018,Residential,Addition/Alteration,1819,ACTON,St,90000.0,Remodel chimney above roofline.  No Change in Valuation.,"1819 ACTON St, Berkeley, CA"
B2017-02610,Issued,10/10/2018,Mixed Use,New,2067,UNIVERSITY,Ave,6812412.46,"New 7-story, 29,968 sq.ft. mixed use building: R-2 and B occupancies and III-A over I-A. 50 residential units","2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV01,Issued,10/30/2018,Mixed Use,New,2067,UNIVERSITY,Ave,4588968.0,"various changes to the dwelling unit layouts, structural, MEP changes to reflect dwelling layout changes.","2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV02,Issued,12/17/2019,Mixed Use,New,2067,UNIVERSITY,Ave,4588968.0,Change to tie-down system from Simpson to Earthbound.  Original Detail on S6.22A.,"2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV03,Issued,01/22/2020,Mixed Use,New,2067,UNIVERSITY,Ave,4588968.0,**Revision submitted for stair framing detail. No increase in valuation**,"2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV04,Issued,03/05/2020,Mixed Use,New,2067,UNIVERSITY,Ave,4588968.0,"Revisions to Exterior Building Management system. Added Structural details for tie-backs and anchors for EBM system. Replaced some tie-backs to Davits at East and West property lines.
Modifications to roof layout in order to provide a path to the proposed EBM davits. Other structural modifications per narrative enclosed. No change to valuation.","2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV05,Issued,01/12/2022,Mixed Use,New,2067,UNIVERSITY,Ave,6812412.16,Repairs to concrete podium due to fire damage,"2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02610-REV06,Issued,11/22/2022,Mixed Use,New,2067,UNIVERSITY,Ave,0.0,Remove Fire Smoke Dampers at each stack - 07 units. Additional light at elevator and elevator control room.,"2067 UNIVERSITY Ave, Berkeley, CA"
B2017-02633-DEF02,Issued,05/19/2021,Residential,Alteration,1634,ALCATRAZ,Ave,14850.0,Deferred submittal for guardrail.  No change in valuation.,"1634 ALCATRAZ Ave, Berkeley, CA"
B2017-02783,Issued,11/07/2017,Residential,Addition/Alteration,50,NORTHGATE,Ave,70000.0,Convert crawl space into new ADU with deck and stairs to entrance,"50 NORTHGATE Ave, Berkeley, CA"
B2017-02836,Issued,12/20/2017,Residential,Alteration,66,TWAIN,Ave,24000.0,Replace (E) front deck & stairs. Fire Zone 2 Property.,"66 TWAIN Ave, Berkeley, CA"
B2017-02990,Issued,05/22/2018,Residential,New,1441,GRIZZLY PEAK,Blvd,680000.0,Construct 3270sqft two-story residence over 880 sqft garage.,"1441 GRIZZLY PEAK Blvd, Berkeley, CA"
B2017-03074,Issued,12/20/2017,Residential,Addition/Alteration,2243,DWIGHT,Way,100000.0,"Raise two-story building, add a new floor at ground level 1358sqft","2243 DWIGHT Way, Berkeley, CA"
B2017-03074-REV03,Issued,05/29/2021,Residential,Addition/Alteration,2243,DWIGHT,Way,0.0,"Title 24 , remove the QII required HERS inspection.  No change in valuation.","2243 DWIGHT Way, Berkeley, CA"
B2017-03074-REV04,Issued,07/13/2021,Residential,Addition/Alteration,2243,DWIGHT,Way,100000.0,Remove the requirement of Air Conditions in all of the units in the building. No change in valuation.,"2243 DWIGHT Way, Berkeley, CA"
B2017-03084,Issued,07/18/2017,Residential,Alteration,2732,HASTE,St,0.0,NOV PER HOUSING RPT H2017-00042  ITEMS #1-4 &16. PLUMBING & ELECTRICAL ONLY.,"2732 HASTE St, Berkeley, CA"
B2017-03160,Issued,09/19/2019,Residential,Alteration,2301,SACRAMENTO,St,70000.0,"Residential interior remodel to include, 125 AMP service upgrade, replace rear garage footing in kind, (3) new bathrooms, replace sheetrock,stucco, add insulation, remodel (E) kitchen & bath and convert (E) storage into home office.","2301 SACRAMENTO St, Berkeley, CA"
B2017-03343,Issued,10/01/2018,Residential,Alteration,2016,BLAKE,St,90000.0,Soft story retrofit work for compliance with BMC 19.39 and removal of the building from the inventory of hazardous buildings.,"2016 BLAKE St, Berkeley, CA"
B2017-03343-REV02,Issued,04/22/2021,Residential,Alteration,2016,BLAKE,St,80000.0,"Dry-rot repairs on rear wall where new moment Frame connection occurs. Includes new insulation, new building paper, and new stucco, like for like per engineer's recommendation. Valuation increased from $80,000 to $90,000","2016 BLAKE St, Berkeley, CA"
B2017-03343-REV04,Issued,05/27/2021,Residential,Alteration,2016,BLAKE,St,0.0,"Dry-rot repairs on rear wall to also include new insulation in wall installed from exterior and includes new plywood sheathing on rear wall, 1/2"" structural rated to match existing per inspector request.","2016 BLAKE St, Berkeley, CA"
B2017-03352,Issued,04/23/2018,Residential,New,0,QUEENS,Rd,650000.0,(N) 3-story residential home 3800sqft,"0 QUEENS Rd, Berkeley, CA"
B2017-03522,Issued,07/23/2019,Residential,New,2704,SHASTA,Rd,450000.0,"**OWNER OBTAINED ELECT MECH AND PLUMB PERMITS** 
(N) 3-story house, wood framed on vacant lot.","2704 SHASTA Rd, Berkeley, CA"
B2017-03631,Issued,02/20/2018,Residential,Addition/Alteration,2440,GRANT,St,121100.0,"1st extension granted until 2/20/2020
10/19/18 - Electrical issued for 2nd story and Mechanical issued for 1st and 2nd story. 
First and third story additions of 811 SQ FT total.
**Owner Added Electrical - 1st story only.","2440 GRANT St, Berkeley, CA"
B2017-03631-REV04,Issued,05/28/2021,Residential,Addition/Alteration,2440,GRANT,St,121100.0,Revised stairs and new decks (design and struct changes).,"2440 GRANT St, Berkeley, CA"
B2017-03768,Issued,07/06/2018,Residential,Addition/Alteration,1415,FIFTH,St,250000.0,Convert SFD to duplex by converting an 1138 sq. ft. basement to second unit and remodel the existing upper unit. BUILDING 'A'.,"1415 FIFTH St, Berkeley, CA"
B2017-03768-REV01,,,Residential,Addition/Alteration,1415,FIFTH,St,-50000.0,"Reduced scope of work: 1. Changed siding to lat & board 2. Reduced the # of windows & reverted to standard sizes. 3. Retained existing roof line 4. Internalized enclosed porch 5. Changed downstairs floor plan. $50,000.00 reduction in scope of work from $250,000.00 to $200,000.00.","1415 FIFTH St, Berkeley, CA"
B2017-03769-REV01,Issued,09/01/2022,Residential,New,1415,FIFTH,St,-150000.0,"Reduced scope of work: Building ""B"" is completely removed from the scope. 
Building ""A"" is revised into (1) single family unit with (2) levels. Maintaining the (E) envelope and roof, the interior plan layout changes, the locations and shapes of windows change and staircase is relocated. $150,000 reduction in scope from $550,000.00 to $400,000.00.","1415 FIFTH St, Berkeley, CA"
B2017-03798,Issued,11/21/2017,Residential,Alteration,1940,HEARST,Ave,90000.0,"1st Extension - permit extended to 11/21/2019
2/26/18 - Electrical and Plumbing permit issued.
Relocate bathroom, Remove wall to enlarge and remodel kitchen.  New rear deck","1940 HEARST Ave, Berkeley, CA"
B2017-03990,Issued,09/19/2017,Residential,Alteration,1814,FRANKLIN,St,15000.0,Replacement of existing windows & doors and replace shingle siding on the south wall (in-kind),"1814 FRANKLIN St, Berkeley, CA"
B2017-04104,Issued,08/12/2021,Residential,Addition,1800,SACRAMENTO,St,271000.0,823SF addition to upper floor unit of (e) residence within (e) footprint of building,"1800 SACRAMENTO St, Berkeley, CA"
B2017-04104-REV01,Issued,12/15/2021,Residential,Addition,1800,SACRAMENTO,St,165000.0,"(N) footing/foundation detail to suffice actual conditions of the site, Stair landing dry rot repair, add 5/8"" gypsum board at dwelling side of garage walls. Valuation increased from $165,000 to $171,000.","1800 SACRAMENTO St, Berkeley, CA"
